,ID,Gender,Age,Region_Code,Occupation,Channel_Code,Vintage,Credit_Product,Avg_Account_Balance,Is_Active,Is_Lead
75748,TWD9BEJK,0,27,0,2,1,13,2,1071141,0,0
66408,UNPJDUT4,1,48,18,4,1,79,0,2033383,0,1
214091,CN89L2EV,1,63,18,2,1,15,1,878554,0,1
132672,FSXJGHSX,1,34,20,2,1,19,2,615924,0,0
50680,8RGZN5WG,1,49,1,3,2,43,1,434017,1,0
122250,GAHAKNK9,0,27,31,2,1,15,1,770090,0,0
108272,KSZQPGWX,1,79,4,4,3,74,0,1340366,0,1
49141,UNLBUDTL,1,32,14,2,1,25,2,628313,0,0
217336,BMVGMHVB,1,47,16,3,2,74,2,573177,0,0
145991,HWVNHSD9,0,26,29,2,1,15,2,838522,1,0
14707,MY54HC3D,1,35,12,4,2,62,0,1095972,1,1
139502,SUPMFPWW,1,46,11,3,2,56,2,535237,1,0
176991,2BT5RQHU,0,32,4,2,1,31,2,1369362,0,0
30463,EFUGMRSR,1,37,23,4,2,27,1,692856,0,1
141573,H24CW7CF,1,51,1,4,2,81,2,409097,1,0
125286,VLU5JSK9,0,26,16,2,1,14,1,591013,0,0
157834,FBHJN5KT,1,34,11,2,1,31,2,345293,0,0
24823,LNH7ZVKO,1,40,29,3,3,62,1,863469,0,1
131574,DEE99D79,0,35,18,3,2,49,2,1965369,1,0
137936,KRVVPJBE,0,28,4,2,1,33,2,1773307,1,0
37748,EXVZM7DV,0,24,6,4,1,15,2,730156,0,0
158689,3ZTNN5H5,1,50,24,3,3,37,1,709125,1,0
144683,FNFRAZBS,0,64,26,4,2,55,2,488529,1,0
111000,YRZDB53O,1,55,27,3,3,39,0,1309092,1,1
36650,V4QKMUDS,0,43,27,3,3,32,1,1153680,0,1
149651,9UVUIWFX,1,71,34,4,2,62,0,1332899,0,1
80299,3VUYD5CQ,0,46,18,3,3,49,2,805298,1,0
151487,ACTXTOEG,0,26,2,2,1,20,2,431543,0,0
205056,4JZFNQBX,1,33,6,3,1,33,2,1270697,0,0
211237,B6SUMXJ6,0,38,24,4,1,14,2,742455,1,0
123613,KECACPOP,1,54,10,3,3,15,2,520116,1,0
200025,MSUSBOSC,1,26,33,3,1,15,1,944307,0,0
42989,HFCAGUWE,0,36,30,3,2,15,2,714598,0,1
10335,5A8MLAGU,0,42,13,3,2,27,1,961627,0,0
198841,XGCDYC9X,0,37,23,2,1,33,1,901765,0,0
6325,VARFDKNK,1,26,4,2,1,14,2,499485,0,0
209405,ZRZNZRXJ,1,70,18,4,3,122,2,1231048,1,0
23579,KSN5GZ3Z,0,52,9,4,2,92,0,1050929,0,1
57598,J3CRJZKZ,0,29,15,2,1,21,2,854853,0,0
99505,L2E2FP72,0,31,1,2,1,31,2,884241,0,0
86550,UYHFFPS2,1,27,31,4,1,19,2,1165704,0,0
21599,DUKMBYJJ,1,28,34,4,1,15,2,618879,0,0
32942,B4DLGRAF,1,26,30,4,1,21,2,3051560,1,0
117908,WZF7GAJA,1,42,28,4,3,67,2,890142,0,0
75895,NEHMYUN2,0,45,10,3,3,93,1,541840,0,1
23133,XFADN4XF,0,79,26,4,3,51,2,632238,0,0
199183,94YRENQG,0,37,27,4,1,26,2,1272352,0,0
86121,JJPKI7WV,0,29,2,2,1,15,2,265175,0,0
202713,FITBRSHX,1,65,34,4,3,98,0,3368124,1,0
81726,4BTVMTWD,1,30,11,4,1,19,2,665239,0,0
62460,FUF4WSIA,0,45,5,1,3,15,1,557033,0,1
99245,HHZVTDTX,1,51,13,3,2,99,0,658644,0,1
68987,XNHKXYM2,0,33,2,4,1,32,2,647688,0,0
4389,XXC8TQ43,0,44,8,3,2,91,2,555644,1,0
214893,UEN5B6YF,1,31,4,2,1,32,1,2383936,0,0
125918,FDMGDNAJ,0,28,25,2,3,20,2,1162162,0,0
125338,HUPBHPPE,0,33,7,2,1,33,2,1475504,0,0
211808,VC9N7NYU,1,49,18,4,3,75,2,988745,1,0
235350,NPPZXHAM,0,48,33,3,3,97,0,859882,1,1
142659,JC7TDUTJ,1,49,27,3,2,20,1,483599,1,1
47791,CB8NKRXW,1,47,27,3,2,75,2,4858768,1,0
88171,4FK8YWWJ,1,50,22,3,2,19,1,921354,0,1
95486,G3ZFY3AL,1,50,20,3,3,86,0,509471,1,0
185406,XCWPMWYM,1,61,32,3,3,44,2,1441150,0,0
168947,KMFBBSZE,0,62,27,4,3,73,1,601880,1,0
80016,8YHVQMWO,0,29,18,4,1,13,2,656926,1,0
34320,HMTQEGWR,0,47,18,3,1,63,2,1195786,1,0
173284,6AJBPUDI,1,55,4,3,2,117,0,847858,1,1
140684,ANWPUIQU,0,61,8,4,2,49,2,413636,0,0
12481,FWH8RCWK,1,63,27,4,2,87,0,1849055,0,1
200527,CJCWNNVN,0,28,27,2,1,26,2,364802,0,0
91668,DYFYVJOM,0,39,1,2,1,26,2,989671,0,0
49396,GKE5XYCI,1,63,4,4,3,87,1,1318632,1,0
168621,GOOOSASW,0,41,30,3,2,26,2,296823,0,0
35366,3XHNBWFF,1,50,20,3,2,63,0,451310,0,0
92456,KQ6KNFUX,1,51,18,3,2,37,1,1700229,0,0
89863,TOEAOZMJ,0,25,34,2,1,14,2,885274,1,0
40962,AIYKWETY,1,47,4,4,2,93,2,709570,0,1
48505,D4KC7GQ9,1,81,18,4,2,55,2,677423,0,0
17000,AWNF4K66,0,74,4,4,2,15,1,363582,0,0
135353,9HK4VZ76,0,35,27,2,1,20,1,401247,0,0
9047,GBUBN9N4,0,44,33,3,2,56,2,1691097,1,0
122473,AOFKMAKA,0,28,34,3,1,25,2,2646174,0,0
97521,AKMXCZVK,0,74,33,4,2,69,0,474325,1,1
40774,NK2U7DGY,1,34,20,2,1,27,2,270150,0,0
206493,EVD35PHD,0,31,11,4,1,21,2,589464,0,0
135702,FBVZUBZA,0,54,33,4,3,99,0,1596037,1,1
211864,Y4NURXDD,1,54,33,3,3,91,0,1675887,1,1
47838,JXNV7JBA,1,59,30,3,2,33,2,562132,1,0
241931,OSG6438O,1,46,18,3,4,13,1,2095843,0,0
143233,UEBQ8SRE,0,54,18,3,2,9,2,2591884,1,0
60870,7NL7TA4K,0,25,30,2,1,13,2,580698,0,1
133129,DX6T53EA,0,55,30,4,3,69,0,819868,1,1
203162,7MV7MMUU,0,25,20,2,1,15,2,503784,0,0
95808,JEUK2UPJ,1,34,22,2,1,19,2,581063,0,0
26443,UBZWALPY,1,28,18,2,1,26,2,1485463,0,0
22758,NVNTDQ9F,1,26,7,2,1,13,2,455599,0,0
52397,S9FCCC38,0,24,22,2,1,13,2,1907492,0,0
173342,3SNCDZWB,1,68,10,4,3,57,2,547652,1,0
131548,PC6QTZMT,1,65,34,4,2,26,2,3856690,1,0
225945,DRSPDVU7,0,54,18,3,2,91,2,6849101,0,0
242747,HJQ5P6T4,1,38,30,3,3,15,2,1902312,1,0
131594,BGDEQAFJ,0,47,18,3,2,61,2,1514682,1,0
68943,LJQ68PUW,0,28,17,3,1,31,2,448141,0,0
22291,GXDNAZTK,1,50,33,3,2,73,2,1078057,1,0
33274,HKTTUICG,1,64,22,4,2,33,2,556846,1,0
68961,4WZGFAAS,0,38,27,3,2,38,2,372500,0,0
201297,6HSCMMRS,0,64,30,4,2,31,2,321379,1,0
162703,QEMP9ZHZ,0,27,4,4,3,19,2,1577498,0,0
211158,8BXYTHVA,0,33,7,4,1,27,1,827388,0,0
168922,WOA3JVPD,1,39,27,4,3,50,1,682389,0,0
105923,FYW5R98D,0,27,26,2,1,14,2,481178,0,0
170157,KMU6JCET,1,59,18,3,3,128,1,1170741,0,0
80003,REJYKWUZ,1,45,16,3,2,31,2,464277,1,0
232745,GHZFR9SO,1,24,32,4,1,14,2,1217617,1,0
242988,ZO9BPZRW,1,26,14,2,1,26,2,488458,0,0
110572,IGPEN3DW,0,62,18,4,1,86,2,3703414,1,0
58863,NOW6LCVE,0,27,11,4,1,15,0,1838989,0,1
213482,QNEXZGSC,1,26,18,2,1,20,2,2868087,0,0
87200,J7W7BXWP,0,30,4,2,1,25,2,456659,0,0
224372,EAMCR9NW,0,25,25,4,1,20,1,870598,0,0
166763,VH6HJJVR,1,57,30,2,2,68,0,673293,0,1
55375,AMYDJSAD,0,29,13,2,1,21,2,957648,0,0
104762,LA2AKSU9,1,25,20,4,1,15,2,578322,1,0
235074,KRLRSYP8,0,41,22,3,2,61,2,1115419,0,0
228961,AXLRMHLE,0,52,34,1,3,50,1,788709,0,0
53698,4LYKDBWJ,1,29,16,2,1,20,2,1112704,0,0
197845,2BY3NUUQ,1,39,18,3,2,20,2,1440224,1,0
190913,6HFMJSY5,0,43,20,3,2,27,1,714678,0,0
196453,I5P8E9P8,1,63,31,4,2,85,1,1097254,0,0
85999,3UKEPTLV,1,57,19,3,3,20,2,994147,0,0
184763,FGBAEG8S,0,46,4,3,2,93,2,1043133,0,1
77201,THR3FFVD,1,28,30,2,1,14,2,493398,0,0
230043,IZJHSENC,1,25,19,2,1,21,2,641209,1,0
103695,EYF4A4GK,0,38,7,3,4,15,1,600046,0,0
156903,EF4BOEB3,0,28,29,2,1,13,1,4198103,0,0
65682,IXPG8VXJ,1,28,27,2,1,33,2,455297,0,0
179813,2RFTUBDD,0,74,18,4,3,93,1,842847,0,0
69987,LDQYHJNE,1,31,1,2,2,55,1,788700,1,0
129304,9A8WJTW9,0,50,4,3,3,55,2,1547567,0,0
205538,BWIGD9MR,1,55,8,4,3,44,2,392810,0,1
2862,XEZQJDME,1,54,30,3,2,20,2,1252043,0,1
46302,KLIAYPGQ,1,69,33,4,3,99,2,2473968,1,0
239910,RAXX4PCM,1,49,15,3,2,87,1,647056,1,0
93608,B8YAPYUF,1,27,4,3,1,14,2,764269,0,0
18099,Z2YKEJG4,1,63,18,4,3,93,1,407976,0,0
29026,KIKZDF8T,1,26,30,2,1,14,2,1149871,0,0
58556,BS4XAEKW,1,68,33,4,3,55,2,2292595,0,0
11757,2GIU9NSH,0,25,6,3,1,21,1,776444,0,0
94104,GQH89BRA,1,30,18,2,1,20,2,385289,0,0
206011,PM4QPFLV,1,77,4,4,3,115,2,1427337,1,0
82498,9K8JFBYG,1,63,30,4,3,91,2,462266,1,0
155109,S9Y8WAHV,0,56,18,3,1,49,1,811021,1,1
157978,FCJ6SUUD,0,45,20,2,3,104,1,524877,1,1
127457,9GW993NZ,0,33,22,4,1,32,2,616369,0,0
172370,9YCE8TZO,0,28,33,4,1,32,0,481481,1,1
67347,WYE35PAG,0,30,29,2,1,13,2,595605,0,0
142905,NTJGBFUG,1,33,1,2,1,33,2,350197,0,0
193235,2C7FD3MF,0,28,33,2,1,13,2,367659,1,0
12709,QCZWDDVV,0,59,34,3,2,45,1,1090445,0,0
35476,MJKHCTWX,1,49,33,3,2,62,2,1865084,1,0
114605,HPUEH62Z,1,46,4,3,2,39,2,659089,1,0
14507,GVY5KTTT,0,26,2,4,1,19,2,565586,0,0
243784,IXKJRQXQ,1,42,18,3,2,26,1,1606690,0,1
204004,B3DZ5N8Z,0,52,28,3,2,21,1,770935,0,0
4515,VCFGYW6C,1,36,18,4,1,13,1,1025894,0,0
16368,M2NSYSTM,1,28,25,2,1,20,2,825154,0,0
28252,3VKXOEQY,0,64,3,4,3,99,2,1415812,1,0
73016,MXZXCG9E,1,50,18,3,3,73,1,513699,1,0
185014,JUEBZXUW,0,52,34,4,2,73,1,2042594,0,0
2958,AAPGPKQ8,1,51,23,3,2,68,2,469199,0,0
48551,NEBJD2QR,0,25,18,4,1,14,2,795935,1,0
117179,AL6PMWGD,0,29,20,2,1,25,2,827842,0,0
241827,2WKULLUD,0,36,34,3,3,20,2,409907,1,1
179440,TUVTWV4P,0,52,4,3,3,74,0,1109118,1,1
54111,KZJAVNUR,1,26,30,2,1,15,2,576292,0,1
185930,DYC32KVP,0,26,10,2,1,13,2,510637,0,0
128713,LTVGYKLS,1,56,7,3,2,20,2,383616,1,0
54845,EG8V8RNV,0,48,33,3,3,79,2,582469,0,0
37882,MJQKK9W6,1,48,4,3,2,74,2,745802,1,0
160296,AHWHQ5DU,0,32,19,3,2,20,1,2221119,0,0
204462,DZWZHT5C,1,84,33,4,3,57,2,749878,0,0
242737,GNTSTURT,0,49,18,3,2,91,1,1633853,0,0
49448,JRASECKW,1,32,25,2,1,32,2,928056,0,0
134385,LKNP9A5Q,0,28,10,2,1,26,2,590630,0,0
191432,DIRSYKQA,0,49,34,3,2,73,1,671843,0,0
222822,JEEUWTE6,1,50,32,2,2,25,2,1542886,1,1
220542,CMTTPBEY,1,40,27,3,2,14,1,1847711,1,0
146508,YX94AOQK,1,51,34,1,2,91,0,1316496,0,1
48481,KDHRDZC6,0,25,31,2,1,27,1,724086,0,0
18628,GPAXHGRH,1,55,33,3,2,98,1,1372326,0,0
106506,4QCQPGHM,0,33,34,2,1,20,2,1302684,0,1
116271,HPKYOQLF,1,52,34,3,3,110,2,1166478,0,0
51005,DHKCRBFP,1,38,18,3,2,31,2,555698,0,0
225393,FE2FA6AH,0,31,27,2,1,19,2,360031,1,0
38990,BGTYDFMG,0,28,10,2,2,14,2,634970,0,0
172831,OMZDK7AT,0,77,4,4,3,31,2,800350,1,0
222911,BRVIBWSM,0,31,33,2,1,32,0,2050008,0,1
163976,BQFSDLZX,1,57,33,3,3,109,2,892563,0,0
217400,8K6QQJ2V,1,33,27,2,1,32,2,569822,0,0
140902,MQEG9ESD,0,30,18,4,1,33,1,3588035,0,0
82590,CDLFTLBE,0,28,20,2,1,21,2,878074,0,0
39970,6FGFVNTF,1,64,33,4,3,97,2,1320751,1,0
95202,V5HDF7Z5,1,61,34,3,1,80,2,2913130,1,0
71378,N6KSRZIB,1,39,1,3,2,13,1,405217,1,1
148376,LKDKL9FW,1,26,27,3,1,20,1,906669,0,1
42541,BX7XERYX,1,51,33,3,3,115,2,3914264,0,0
67944,GRSSWPMV,1,51,33,1,4,15,1,6104162,0,0
201719,EV8DJTBJ,0,46,33,3,3,15,1,1553557,0,0
189320,DFEA7VSD,0,43,18,3,3,43,1,470365,1,1
81708,JWQZJHQT,0,50,19,3,2,37,1,894636,0,0
223616,SU9YDPDN,0,64,33,4,2,39,1,2979372,0,0
207516,92QVAV6N,1,52,28,3,2,39,2,552574,1,0
21047,SW35X3AD,1,48,33,3,3,99,0,1139146,1,1
232927,7XQGFRGN,0,27,30,2,1,14,2,828981,1,0
214368,BUAB2XJ3,0,26,33,3,1,14,2,808164,1,0
24280,XQ6VQ9NH,1,43,18,3,2,51,2,1030192,1,0
120095,K2QPWVRG,1,31,27,2,1,25,1,873579,0,0
79542,BXTF5QBR,1,50,34,3,2,75,1,1464343,1,1
27602,HSN99YVC,1,75,4,4,2,33,1,1110390,1,1
148727,JFHXJWCD,0,36,9,2,1,25,2,687293,0,0
44512,EUWS4H23,0,47,33,3,3,56,2,1251455,0,1
62754,V86ANCUT,0,52,30,3,2,49,1,1323323,0,0
184781,YBKM2ECR,0,32,18,2,1,20,2,1849428,0,0
73950,C9WXANRF,1,50,10,3,2,33,0,609383,1,1
144453,IVLTCH8B,0,27,31,2,1,13,2,421993,0,0
73091,CI4VYZ63,0,35,20,2,1,25,2,377386,0,0
94414,NFBBUD5J,0,26,30,2,1,19,2,562720,1,0
236697,EGWEYN3D,0,64,27,4,2,25,1,2087441,1,0
164795,6MUPDUTR,1,51,24,3,3,61,2,1076962,1,0
61536,TKPAKGTE,1,28,32,2,1,21,2,525073,0,0
161915,LBHJJHYF,1,27,4,2,1,21,2,396103,0,0
41732,T4YN2FSQ,1,33,30,4,1,20,2,445703,0,0
151671,BRHOBZKD,1,47,33,3,1,49,1,1097120,0,1
157304,EPNUWV63,0,49,18,3,3,67,2,1222450,1,0
14451,DRUGJ78F,1,38,1,4,2,21,0,431739,0,1
167267,6T5Y5WEJ,1,40,30,3,3,31,1,528695,0,0
89250,RRENUHHH,1,30,14,2,1,20,2,408874,0,0
70858,SWXMGOVR,0,46,30,3,3,98,0,306720,1,1
99775,FDMFDJFE,1,40,33,4,2,33,2,919690,1,0
225897,VDTQ3NG8,1,66,4,4,4,15,1,856963,0,0
113001,4ZIABVMF,1,26,19,2,1,13,2,652370,0,0
107007,DFZAZDE9,1,52,7,3,2,92,0,712026,0,1
126787,A6YUFRJM,0,30,30,2,1,19,2,278934,0,0
193320,JU6UJFXT,0,33,30,2,1,32,2,368655,0,0
234839,KNGUJGZI,0,77,22,4,2,68,2,469350,1,1
46912,8FTHJREN,0,55,18,4,3,122,0,1638846,1,1
144663,AAGNYTJJ,0,49,34,3,2,32,1,1860785,0,0
189451,FHEUVTOU,1,30,11,2,1,25,2,1390829,0,0
15624,JUNLSTVB,1,52,33,3,3,109,2,610896,0,0
210301,5YKVIFEC,1,67,19,4,3,104,2,2006941,0,0
183310,JFCU8EB3,1,35,24,2,2,62,1,1447932,1,1
102391,CA3VB2HD,0,28,4,2,1,20,2,1253885,1,0
78149,DWLTM8VI,1,47,18,3,2,63,2,878145,0,0
47406,AM9G8XYW,0,53,10,3,3,98,1,1337839,0,0
12643,DJ6UT2FT,1,64,27,2,3,110,0,723294,0,1
114977,HHSBTGTF,1,44,11,3,3,19,1,975760,0,0
143753,HNF6CMN2,0,64,30,4,3,68,1,606526,0,0
112020,FSDUF8HM,1,35,18,4,1,67,2,1466969,0,0
124436,ZCQMSFOM,1,49,18,3,3,111,1,558314,1,1
104252,QADBKNHQ,0,57,18,3,2,110,2,325624,1,0
129486,LJMFPEF5,1,28,27,2,1,20,2,670036,0,0
15405,EUMCJGCR,0,45,4,3,3,56,2,1256332,1,0
54226,LLYC8GA6,1,45,11,3,2,25,1,577191,0,1
209257,FPHFY3NJ,0,47,33,3,3,56,2,1333033,0,0
57265,8RSQJK6Q,1,68,22,4,3,104,2,1190882,1,0
47087,ILLPCAUE,0,39,15,3,2,20,1,670018,0,0
52000,VHNVYMZF,1,28,18,4,1,27,1,1083316,0,0
133292,6GSSTFXS,0,40,23,4,2,25,1,815471,1,1
99492,XJRNX3UW,1,30,4,4,1,20,2,496210,0,0
162076,XCWQOZDM,1,44,22,3,2,63,1,1875648,1,0
199938,35N5ZBAT,0,38,27,2,1,33,2,504371,0,0
51576,HOWAQ8ZI,0,26,2,3,1,20,2,748596,0,0
12851,ZMEOWAG5,1,33,32,2,1,33,2,732033,0,0
197450,PAUZ27CR,1,57,34,4,3,110,0,1715261,1,1
3757,MRJEUA6F,0,80,22,4,2,57,1,817616,0,0
158803,FMB3QHCD,0,41,19,3,4,15,1,177377,0,0
29767,TPZ4G4CB,1,74,4,4,2,91,2,1288497,1,0
128860,DQAFGNAJ,1,36,1,2,2,19,0,338867,0,1
143532,FRSZR86Z,0,28,30,4,1,33,1,529639,1,1
122103,YPCJMRBD,0,34,27,2,1,33,2,384649,0,0
76433,KDGAJ7QD,1,46,34,4,2,68,1,837303,0,1
36604,2VFUP3FO,1,58,34,4,1,57,1,555360,0,0
12197,AUDRKRTR,0,29,23,2,1,27,2,505573,0,0
162414,9JEICKL9,0,53,15,4,3,43,2,1400619,0,0
148614,JOX9BAGU,0,27,27,2,1,15,2,162709,0,0
213195,FUVL2MLH,0,28,1,4,1,21,2,672056,0,0
195035,PEISR4AD,1,64,18,4,1,74,2,1866347,1,1
189561,K8JWEX2J,1,51,4,4,2,33,2,1724828,1,0
176371,HUCSJ97K,1,34,23,2,1,15,1,792091,0,1
227459,AB4CZZAR,0,43,9,3,2,39,2,572786,1,0
165162,ADQEZMXZ,1,60,4,3,3,123,1,1170536,1,1
52113,N85I8NCL,0,54,34,3,3,111,1,4669376,1,0
53563,6K3HDHYS,1,48,10,3,2,19,2,153142,1,0
208525,XRNBRUN5,1,34,1,3,2,13,1,216608,0,1
213419,K6EUQZRK,1,49,10,3,3,75,1,977638,1,0
239272,U23SBAYM,1,51,29,3,2,20,1,736608,0,0
117737,2DCHSGJV,1,31,4,3,1,21,2,2560930,0,0
198761,CREPYTE3,1,72,18,4,3,81,1,1630177,0,1
181979,VTAPJH2H,1,57,7,4,3,57,2,1101366,1,0
124223,9H4URDBE,0,40,18,3,2,56,1,758644,1,1
128974,8GTKT4ZZ,1,46,4,4,2,55,1,760371,0,0
154410,TWUCFMXN,0,64,33,4,3,122,2,1672737,0,1
73090,4NLXWJKT,1,30,32,2,1,33,2,1230327,0,0
213854,STURA9RQ,1,57,4,4,3,20,2,1702801,1,1
182108,THWP4VJC,0,62,34,4,3,129,1,843034,0,1
14575,CJUJVUQD,1,41,34,3,3,50,2,1184937,1,0
161126,IRUJ2DX8,1,49,18,4,3,26,0,920135,0,1
135760,BIUDYVV5,1,44,33,4,1,63,0,544822,0,1
103386,HK537U2D,0,66,34,4,3,73,0,1394594,0,1
24999,YC8SMNZS,0,27,6,4,1,26,2,546451,0,0
57262,8ESBBYEX,1,54,33,3,3,56,2,671033,0,0
135389,2DJTG2NY,0,29,7,2,1,19,2,390621,0,0
53350,JKSEFJFC,0,39,1,3,1,25,2,730200,0,0
158619,HG9XCYAM,1,35,27,2,1,14,2,740257,0,0
165536,8IWYHVJZ,0,29,18,2,1,25,2,1161663,0,0
58135,DTHGDGQQ,0,27,11,4,1,14,1,705066,0,0
232492,8XTVUFAU,1,79,4,4,2,85,2,912935,0,0
81790,SJTDXXK9,1,30,30,2,1,27,2,499877,1,0
150740,WG47XAVG,1,38,34,3,2,75,2,1472780,1,0
233661,GNNB438S,1,29,27,4,1,27,2,2392542,1,0
37461,IFE6TTBH,0,26,1,3,3,19,1,1103101,0,0
212968,QBAT4LH3,1,61,18,3,3,92,2,996203,1,0
112585,65LQ6MHW,1,57,1,3,4,8,2,873597,1,0
6564,WRHTWFBE,1,58,25,3,4,15,2,719066,0,0
132387,AKGRPGVR,0,28,20,2,1,19,1,759561,0,0
3408,AREX5VRP,1,30,13,2,1,32,2,651302,0,0
167972,SBVZ9MYP,0,51,19,3,3,56,2,445809,0,0
21879,9ANXL5MD,0,49,29,3,2,63,1,773516,1,1
56911,YHDGZYJV,1,56,32,4,2,75,2,963300,1,0
53008,HP7AXD9Y,0,25,27,2,1,13,1,343459,0,0
118685,MGAREH3P,1,39,14,3,3,56,2,368193,1,0
163455,OELKZW42,0,43,22,3,1,14,2,822627,0,0
129465,CETSPMTL,0,27,33,4,1,14,2,2207769,1,0
120855,UPREOBZ4,1,28,2,2,1,13,2,188929,0,0
176909,8HXWBY5G,0,27,24,2,1,14,1,1033957,0,0
197581,MFMLERFQ,1,26,33,2,1,7,2,1907189,1,0
138489,Z4FWNBEP,0,26,24,2,1,19,2,960755,1,0
187094,C4YZDYPL,1,26,19,2,1,21,2,493246,0,0
212802,RS53OVWT,0,59,34,3,3,31,0,2415504,1,0
47880,FWXAWS43,0,27,17,4,1,15,1,527414,0,0
72764,ASGCWJZR,1,53,33,3,3,86,1,786306,1,0
199768,KXEMWKWX,0,67,18,4,2,62,0,2382975,1,1
36003,GFCKPREX,1,50,18,3,3,110,2,824834,1,0
239526,SYZ6FN9J,0,49,0,4,2,13,1,875154,0,1
159470,XTYG94GD,1,76,24,4,3,49,1,627957,0,0
78877,ADWNWFTL,1,49,18,3,3,93,0,344447,0,1
153811,NNE5X4VF,1,42,33,4,2,32,2,1450824,1,0
13835,AZRSHTPB,0,80,34,4,1,51,2,1251482,1,0
142863,PYB7TIVP,1,29,0,4,1,15,1,655289,0,0
142330,HAREXGAS,1,30,6,2,1,32,2,448506,0,0
63831,T4ZPE4ND,1,43,18,4,1,33,2,561509,0,0
36635,LNASHBHM,0,47,22,3,3,103,1,830556,0,0
85542,EBKRJJUH,1,46,20,1,2,62,0,772315,1,1
183200,HY4YHNYS,1,28,22,3,1,14,2,2270131,0,0
28164,TZHX2CDM,1,44,24,3,2,14,2,541876,0,0
56233,BECE55ZU,1,54,34,4,2,92,1,799576,1,0
201984,KXY9XDJR,0,48,19,2,2,26,0,595596,0,1
120035,BSSCWNSM,1,53,1,3,2,15,2,1646864,1,0
119272,ZNV5PI7G,1,50,18,4,2,25,1,943729,0,0
46702,JZDCWAOW,1,49,6,3,3,80,2,560717,1,1
154339,E2UWUO67,0,26,1,4,1,13,2,532949,0,0
171681,N3NFAMWA,0,47,26,3,2,55,2,1358344,1,0
105577,MUAFBKAU,0,32,23,2,1,33,1,519466,0,0
226110,8HHMD3J2,0,45,33,2,2,39,0,1054249,0,1
227938,HPS6JUQM,1,48,33,3,2,75,0,1732580,0,1
149546,C9CGQPC7,1,52,34,3,3,81,2,4858091,1,0
190331,CXRV7AZU,1,47,18,3,3,55,1,1932554,0,0
192817,CU9GQ3K4,0,34,33,2,2,43,1,665488,1,0
97065,CKKNWCFU,0,25,5,2,1,15,1,998606,0,0
181987,ARCWOZNU,1,28,33,2,1,20,2,620098,1,0
216865,BHBVHTSF,0,48,32,3,2,63,2,934108,1,1
78201,FTIKN5B3,1,30,22,2,1,21,2,567642,0,1
143018,THPJW3D4,0,29,19,4,1,27,2,532522,0,0
153565,7Q3KHUCA,0,46,30,3,2,79,0,634712,1,1
122441,MLVB9QEV,1,31,30,2,1,19,2,648391,0,0
120435,GPV2RZVF,1,44,4,3,2,68,1,1409635,1,0
243720,6PUDXIL7,0,45,11,3,3,98,1,749353,0,0
214865,MSRBQGQF,1,30,30,2,1,21,1,561091,0,0
51094,PWTAH2XB,1,74,30,4,3,98,0,6142495,0,1
202277,ZEUZTWUO,0,27,20,2,1,25,1,963683,0,0
72891,6S7OG5TA,1,30,24,2,1,33,2,1342573,0,0
123063,FWTPVFLB,0,36,11,4,2,21,1,3139368,1,0
122919,7VZVABZ4,1,39,18,4,1,49,2,2475775,1,0
80782,KJRVGY2A,1,28,24,2,1,19,2,1161636,0,0
44924,B3QFAKBS,0,29,28,2,1,26,2,735558,0,0
228523,EWZDKCY8,1,45,30,3,3,44,1,465496,0,0
40821,UQWOC47Y,0,50,6,3,1,26,2,597599,0,0
229522,5TQQ8YNX,0,41,18,3,2,51,1,998642,1,0
131494,BGQH5N27,1,29,19,2,1,15,2,942545,0,0
131146,FQTBZOBD,0,28,15,2,1,14,2,627868,0,0
178050,JYNFCBZ3,1,58,2,3,3,115,2,990561,0,0
61625,TVWUYAE8,1,59,2,3,3,115,2,216092,1,0
192577,T4VDSRGN,1,65,22,4,2,105,0,1246845,0,1
95055,RDJJAOMV,1,29,34,3,3,31,2,689020,1,0
14695,B47FSDMY,1,29,31,4,1,25,2,830156,1,0
190521,7RTMGLHK,1,80,18,4,3,91,2,966442,1,0
210422,ZDAQEJOA,1,58,32,3,2,73,2,870936,1,0
97166,7QYMS5BM,0,53,15,3,3,45,2,353668,0,1
83120,K6CAMWKV,0,66,30,4,3,109,1,691343,1,0
211018,LCBVYRYK,1,41,9,3,2,55,2,773018,0,0
235446,BT6HKZDZ,1,35,27,3,1,25,1,1798583,0,0
177464,RBBTBHBG,1,27,11,4,1,20,1,564260,0,0
104445,GHMZXTAL,0,28,29,2,1,14,2,471548,0,0
175645,CGYWPAYE,1,26,19,2,1,25,2,607576,0,1
37348,JR8KF4GT,1,32,2,2,1,32,0,299315,0,1
46091,HPNKSBHD,0,28,4,4,1,15,2,1369407,0,0
213625,ICVTU4LX,1,39,18,3,2,27,2,1456680,1,0
98539,3VDSMSDK,1,35,30,3,2,27,2,516057,0,0
118352,7WJKM6RF,0,70,18,4,3,39,2,5451214,1,0
19577,B8I5Z3SO,1,35,32,3,2,31,2,543825,1,0
78942,MR7BRWCO,1,83,33,4,1,50,2,3684457,1,0
86808,BUAPXEGG,0,41,32,3,2,61,1,781001,0,0
76673,MYC57IPC,1,26,9,3,3,20,1,887276,0,0
66559,D28F8VNU,1,63,4,4,2,110,2,3562465,1,0
228699,MXST8S2B,1,37,22,2,2,69,1,1030495,1,0
245485,8X2X4QTV,0,77,28,4,2,68,2,539242,0,0
